,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
2137,PRS,Alliance Beatport Switzerland Permanent Download Service Album,,,,,,,0.03,0.01,,,,,0.0%,100.0%
2138,PRS,Alliance YouTube Switzerland Limited Download / On Demand Streaming Service Sin gle,,,,,,,,,,,,0.04,0.0%,100.0%
2139,PRS,Alliance Xandrie S.A. Belgium Permanent Download Service Single,,,,,,,,,0.02,0.02,,,0.0%,100.0%
2140,PRS,Alliance Beatport Austria Permanent Download Service Single,,,,0.04,,,,,,,,,0.0%,100.0%
2141,PRS,Alliance WiMP Music Switzerland Limited Download / On Demand Streaming Service,,,,,,0.04,,,,,,,0.0%,100.0%
2142,PRS,Yesterday Public Reception,,,,,,,,,,0.01,,0.03,0.0%,100.0%
2143,PRS,The Breeze - Portsmouth Non Peak Main,,,,,,,,,,0.04,,,0.0%,100.0%
2144,PRS,GEOL - Microsoft Xbox PPV,,,,,,,,,,0.04,,,0.0%,100.0%
2145,PRS,ARESA YOUTUBE Czech Republic Limited Download / On Demand Streaming Servi,,,,,0.04,,,,,,,,0.0%,100.0%
2146,PRS,The Breeze - Portsmouth Low Peak Mains,,,,,,,,,,0.04,,,0.0%,100.0%
2147,PRS,Alliance Recisio Switzerland Limited Download / On Demand Streaming Service Sing,,,,,,,,,,0.01,0.03,,0.0%,100.0%
2148,PRS,ARESA GOOGLE IRELAND LTD Belgium Limited Download / On Demand Streaming,,0.04,,,,,,,,,,,0.0%,100.0%
2149,PRS,Alliance iTunes Latvia Permanent Download Service Album,,0.01,,,0.01,,,,0.01,0.01,,,0.0%,100.0%
2150,PRS,Alliance Google Malta Limited Download / On Demand Streaming Service Single,,,,0.0,0.0,,0.0,0.01,0.0,0.01,0.01,0.01,0.0%,100.0%
2151,PRS,Alliance Mixcloud Ltd Denmark Limited Download / On Demand Streaming Service,,,,,,,,0.02,,0.02,,0.0,0.0%,100.0%
2152,PRS,ARESA RDIO S.A.R.L. United Kingdom Pure Webcasting Service,,,,0.01,0.03,,,,,,,,0.0%,100.0%
2153,PRS,Alliance Google Cyprus Limited Download / On Demand Streaming Service Single,,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,,0.0%,100.0%
2154,PRS,Alliance Apple Music Bulgaria Limited Download / On Demand Streaming Service Sing le,,,,,,,,,,,,0.03,0.0%,100.0%
2155,PRS,Alliance iTunes Cloud Services Italy User Generated Content Video,,,,0.03,,,,,,,,,0.0%,100.0%
2156,PRS,BBC Radio Surrey Public Reception,,,,,,,,,,,,0.03,0.0%,100.0%
2157,PRS,Alliance Spotify Egypt Limited Download / On Demand Streaming Service Single,,,,,,,,0.0,0.0,0.01,0.01,0.01,0.0%,100.0%
2158,PRS,Alliance Spotify Croatia (Local Name: Hrvatska) Limited Download / On Demand Stre,,,,,,,,,,,,0.03,0.0%,100.0%
2159,PRS,Alliance IMVU Italy Interactive Webcasting ( non- subscription ) Single,,0.02,,0.01,,,,,,,,,0.0%,100.0%
2160,PRS,ARESA AUPEO GMBH Spain Limited Download / On Demand Streaming Service,,,,,0.03,,,,,,,,0.0%,100.0%
2161,PRS,ITV1 Border England Public Reception,,,,,,,,,,0.03,,,0.0%,100.0%
2162,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) Germany Permanent Download Service,,0.03,,,,,,,,,,,0.0%,100.0%
2163,PRS,Alliance Deezer Romania Limited Download / On Demand Streaming Service Single,,,,,,0.02,,0.0,0.0,0.01,0.0,,0.0%,100.0%
2164,PRS,itv Anglia North East Primetime Commercials,,0.02,,0.01,,,,,,,,,0.0%,100.0%
2165,PRS,ITV2 Public Reception,,,,,,,,,,,,0.03,0.0%,100.0%
2166,PRS,ITV1 Channel Low Peak,,,,,,,,0.01,,0.02,,,0.0%,100.0%
2167,PRS,Alliance YouTube South Africa Limited Download / On Demand Streaming Service Si ngle,,,,,,,,,,,,0.03,0.0%,100.0%
2168,PRS,Alliance Google Russian Federation Permanent Download Service Single,,,,,,0.01,,,,0.02,,,0.0%,100.0%
2169,PRS,ARESA GOOGLE IRELAND LTD Norway Limited Download / On Demand Streaming,,0.03,,,,,,,,,,,0.0%,100.0%
2170,PRS,Alliance Pre-Cleared Ltd United Kingdom Permanent Download Service Single,,,,,,,,,,,,0.03,0.0%,100.0%
2171,PRS,Alliance Google Norway On Demand Subs Dual Single,0.02,0.01,,,,,,,,,,,0.0%,100.0%
2172,PRS,BBC Radio Orkney Non Peak,,,,,,,,0.03,,,,,0.0%,100.0%
2173,PRS,BBC Radio Shetland Non Peak,,,,,,,,0.03,,,,,0.0%,100.0%
2174,PRS,Alliance Google Luxembourg Limited Download / On Demand Streaming Service Sin,,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0%,100.0%
2175,PRS,ARESA ITUNES S.A.R.L Greece Permanent Download Service,,0.03,,,,,,,,,,,0.0%,100.0%
2176,PRS,Alliance iTunes Cloud Services Denmark On Demand Subs Dual Single,,,,0.03,,,,,,,,,0.0%,100.0%
2177,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) Finland Limited Download / On Demand Stre,,0.03,,,,,,,,,,,0.0%,100.0%
2178,PRS,ARESA ITUNES S.A.R.L Portugal Permanent Download Service,,0.03,,,,,,,,,,,0.0%,100.0%
2179,PRS,Alliance Apple Music (2nd Invoice) Denmark Limited Download / On Demand Stream,,,,,,,,,,,,0.03,0.0%,100.0%
2180,PRS,Alliance Google Sweden Permanent Download Service Single,,,,,0.03,,,,,,,,0.0%,100.0%
2181,PRS,Alliance Xandrie S.A. Spain Limited Download / On Demand Streaming Service Sing,,,,,,,,,,0.01,,0.02,0.0%,100.0%
2182,PRS,itv Anglia North East Non-Primetime Commercials,,0.03,,,,,,,,,,,0.0%,100.0%
2183,PRS,Alliance Google Iceland Limited Download / On Demand Streaming Service Single,,,,0.0,0.01,0.01,0.0,0.01,0.0,0.0,,,0.0%,100.0%
2184,PRS,Lithuanian (NCB) Online,,,,,,,,0.03,,,,,0.0%,100.0%
2185,PRS,BBC Radio Leicester Public Reception,,,,,,,,,,0.01,0.02,,0.0%,100.0%
2186,PRS,Alliance WiMP Music Netherlands Limited Download / On Demand Streaming Servic,,,,,,0.03,,,,,,,0.0%,100.0%
2187,PRS,ITV1 Border Scotland Public Reception,,,,,,,,,,0.03,,,0.0%,100.0%
2188,PRS,ARESA SPOTIFY LIMITED Poland Limited Download / On Demand Streaming Servic,,0.03,,-0.0,0.0,,,,,,,,0.0%,100.0%
2189,PRS,ARESA NAPSTER S.A.R.L Belgium Limited Download / On Demand Streaming Serv,,0.01,,0.01,0.01,,,,,,,,0.0%,100.0%
2190,PRS,Alliance iTunes Luxembourg Permanent Download Service Single,,,,0.01,,0.01,0.0,,,0.01,,,0.0%,100.0%
2191,PRS,Bright FM (106.4 Burgess Hill Haywards Heath) (Census),,,,0.03,,,,,,,,,0.0%,100.0%
2192,PRS,Alliance Microsoft X Box Germany Permanent Download Service Album,,0.03,,,,,,,,,,,0.0%,100.0%
2193,PRS,Alliance Microsoft X Box Italy On Demand Subs Dual Single,,0.03,,,,,,,,,,,0.0%,100.0%
2194,PRS,Alliance Microsoft X Box Portugal Limited Download / On Demand Streaming Service,,0.03,,,,,,,,,,,0.0%,100.0%
2195,PRS,BBC Brit Africa Non Peak,,,,,,,,,,,,0.03,0.0%,100.0%
2196,PRS,Alliance iTunes Greece Permanent Download Service Single,,,,0.01,,0.01,,,,0.01,,,0.0%,100.0%
2197,PRS,ARESA RDIO S.A.R.L. Ireland Limited Download / On Demand Streaming Service,,,,0.0,0.03,,,,,,,,0.0%,100.0%
2198,PRS,Alliance Aspiro AB Finland Limited Download / On Demand Streaming Service Single,,,,,,0.01,0.0,,,,,0.02,0.0%,100.0%
2199,PRS,GEOL - PlayStation  (Rental),,,,,,,,,,,,0.03,0.0%,100.0%
2200,PRS,ARESA RDIO S.A.R.L. Italy Pure Webcasting Service,,,,0.01,0.02,,,,,,,,0.0%,100.0%
2201,PRS,Alliance Beatport United Kingdom Permanent Download Service Album,,,,,,,,0.03,,,,,0.0%,100.0%
2202,PRS,ARESA YOUTUBE Poland Limited Download / On Demand Streaming Service,,,,,0.03,,,,,,,,0.0%,100.0%
2203,PRS,Arrow FM (107.8 Hastings Bexhill & Battle) (Census),,,,0.03,,,,,,,,,0.0%,100.0%
2204,PRS,Alliance Recisio Belgium Permanent Download Service Single,,,,,,,,0.03,,,,,0.0%,100.0%
2205,PRS,Alliance SoundCloud Ltd Finland Limited Download / On Demand Streaming Service,,,,,,,,,,,0.0,0.03,0.0%,100.0%
2206,PRS,Alliance Beatport Italy Permanent Download Service Album,,,,,,0.0,,0.02,,,0.01,,0.0%,100.0%
2207,PRS,Alliance Mixcloud Ltd Romania Limited Download / On Demand Streaming Service,,,,,,,,0.02,,0.01,,0.0,0.0%,100.0%
2208,PRS,ARESA RDIO S.A.R.L. Poland Limited Download / On Demand Streaming Service,,,,0.0,0.03,,,,,,,,0.0%,100.0%
2209,PRS,Alliance iTunes United Kingdom Ringtone Service Truetone Ringtones,,,,,,0.01,,,,0.02,,,0.0%,100.0%
2210,PRS,Alliance iTunes United Arab Emirates Permanent Download Service Album,,,,,,,,0.0,,,,0.03,0.0%,100.0%
2211,PRS,Euro Cable Re-trans - itv Ulster (SPD),0.03,,,,,,,,,,,,0.0%,100.0%
2212,PRS,Alliance Aspiro AB Switzerland Limited Download / On Demand Streaming Service S,,,,,,0.01,0.0,,0.02,,,,0.0%,100.0%
2213,PRS,Alliance RDIO France On Demand Subs Dual Single,,0.03,,,,,,,,,,,0.0%,100.0%
2214,PRS,ARESA YOUTUBE Finland Limited Download / On Demand Streaming Service,,,,,0.03,,,,,,,,0.0%,100.0%
2215,PRS,El Salvador (SACIM) G&B,,,,,,,,0.02,0.01,,,,0.0%,100.0%
2216,PRS,Alliance Beatport Czech Republic Permanent Download Service Single,,,,0.03,,,,,,,,,0.0%,100.0%
2217,PRS,itv4 Non-Primetime Commercials (Census),,,,0.03,,,,,,,,,0.0%,100.0%
2218,PRS,Alliance iTunes Slovakia Permanent Download Service Single,,0.01,,0.02,,,,,,,,,0.0%,100.0%
2219,PRS,Alliance 7 Digital Media Ireland Permanent Download Service Album,,,,0.02,,,,,,0.01,,0.0,0.0%,100.0%
2220,PRS,Challenge (SPD),,,,,,0.01,,0.01,,0.01,,,0.0%,100.0%
2221,PRS,ARESA NAPSTER S.A.R.L Norway Limited Download / On Demand Streaming Servi,,0.02,,0.01,0.0,,,,,,,,0.0%,100.0%
2222,PRS,ARESA RDIO S.A.R.L. Belgium Limited Download / On Demand Streaming Service,,,,0.0,0.03,,,,,,,,0.0%,100.0%
2223,PRS,Alliance Spotify (2nd Invoice) Czech Republic Limited Download / On Demand Strea,,,,,,,,,,,,0.03,0.0%,100.0%
2224,PRS,Alliance Deezer Malta Limited Download / On Demand Streaming Service Single,,,,,,,,0.01,,0.02,0.0,,0.0%,100.0%
2225,PRS,Alliance MUZU Ireland Limited Download / On Demand Streaming Service Video,0.03,,,,,,,,,,,,0.0%,100.0%
2226,PRS,Alliance Microsoft Ireland Operations Ltd Spain Limited Download / On Demand Stre,,,,0.03,0.0,0.0,,,,,,,0.0%,100.0%
2227,PRS,Alliance Deezer Lithuania Limited Download / On Demand Streaming Service Single,,,,,,0.0,,,,0.03,0.0,,0.0%,100.0%
2228,PRS,itv Meridian Newbury (West) Non-Primetime Commercials,,0.03,,,,,,,,,,,0.0%,100.0%
2229,PRS,BBC Entertainment Africa (NSPD),0.03,,,,,,,,,,,,0.0%,100.0%
2230,PRS,Alliance Deezer Croatia (Local Name: Hrvatska) Limited Download / On Demand Stre amin,,,,,,,,,,,,0.03,0.0%,100.0%
