,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
547,PRS,ITV1 Central Low Peak,,,,,,,,1.94,,2.14,,,0.0%,99.27%
548,PRS,BBC Radio Nan Gaidhael,,,,2.58,0.03,1.46,,,,,,,0.0%,99.28%
549,PRS,BBC Radio Wales Low Peak,,,,,,,,0.92,0.92,0.65,0.75,0.78,0.0%,99.28%
550,PRS,Alliance Google Russian Federation Limited Download / On Demand Streaming Serv,,0.24,0.01,0.04,0.29,0.72,0.22,0.68,0.23,1.38,0.13,0.03,0.0%,99.28%
551,PRS,BBC Radio Hereford & Worcester Low Peak,,,,,,,,1.28,0.42,1.58,0.54,0.15,0.0%,99.28%
552,PRS,Bulgarian (MUSICAUTOR) General & Broadcasting,,,0.52,,,1.91,,,,,,1.47,0.0%,99.29%
553,PRS,Hong Kong (CASH) Films,,,,,,,,3.2,,0.7,,,0.0%,99.29%
554,PRS,BBC Radio Nan Gaidheal Low Peak,,,,,,,,,3.88,,,,0.0%,99.29%
555,PRS,Star Radio (103.2 FM Darlington) (Analogy),0.38,0.65,,2.84,,,,,,,,,0.0%,99.29%
556,PRS,Alliance WiMP Music Norway Limited Download / On Demand Streaming Service Sin,,,,,,3.86,,,,,,,0.0%,99.3%
557,PRS,BBC Radio Cumbria Non Peak,,,,,,,,2.13,0.59,0.68,,0.46,0.0%,99.3%
558,PRS,BBC Radio 1 Non Peak,,,,,,,,,,,3.85,,0.0%,99.3%
559,PRS,Estonian (EAU) General & Broadcasting,0.24,,0.73,,,0.28,,,1.15,,1.43,,0.0%,99.3%
560,PRS,Alliance YouTube Russian Federation Limited Download / On Demand Streaming Se,,,,,0.16,1.68,,0.93,,0.88,,0.16,0.0%,99.3%
561,PRS,The Bay (Census),0.72,0.7,0.83,0.56,0.97,,,,,,,,0.0%,99.31%
562,PRS,ITV1 Yorkshire Belmont Comms High Peak,,,,,,,,,,,,3.77,0.0%,99.31%
563,PRS,Alliance Amazon Germany Permanent Download Service Single,,0.05,0.37,0.7,0.09,0.74,0.01,0.73,,0.45,0.08,0.55,0.0%,99.31%
564,PRS,French (SACEM) Online,0.09,0.84,0.13,0.41,0.1,0.72,,0.11,0.2,0.15,0.04,0.95,0.0%,99.31%
565,PRS,Alliance iTunes Denmark Permanent Download Service Album,0.6,0.8,0.21,0.44,0.22,0.76,0.02,0.24,0.18,0.12,0.05,0.09,0.0%,99.32%
566,PRS,GEOL - Apple iTunes,0.37,0.83,0.1,,,0.15,,,,2.03,,0.24,0.0%,99.32%
567,PRS,Singaporean (COMPASS) Films,0.62,,1.71,,,,,1.02,,,0.37,,0.0%,99.32%
568,PRS,Yorkshire Coast Radio - 96.2/102.4 & 103.1 FM (Analogy),,0.77,0.16,0.95,0.15,1.63,,,,,,,0.0%,99.32%
569,PRS,96.4 FM Eagle Radio (Census),1.73,1.92,,,,,,,,,,,0.0%,99.32%
570,PRS,itv Ulster Non-Primetime,1.48,,,1.45,,0.72,,,,,,,0.0%,99.33%
571,PRS,Vox Norway Non-Primetime,,,,,,0.24,,,,3.39,,,0.0%,99.33%
572,PRS,UK Concerts and Stage Shows 2020,,,,,,,,,,,2.06,1.54,0.0%,99.33%
573,PRS,UK Airline Films,,,,,,,,,,3.59,,,0.0%,99.33%
574,PRS,Signal 2 AM Low Peak Mains,,,,,,,,1.43,1.54,0.45,0.03,0.14,0.0%,99.34%
575,PRS,BBC Radio Kent Non Peak,,,,,,,,1.44,1.23,0.57,0.18,0.15,0.0%,99.34%
576,PRS,BBC Radio Merseyside Non Peak,,,,,,,,1.01,1.15,1.26,,0.1,0.0%,99.34%
577,PRS,BBC Sussex Non Peak,,,,,,,,2.2,0.31,1.0,,,0.0%,99.34%
578,PRS,BBC Radio Leeds Non Peak,,,,,,,,1.23,1.32,0.36,0.46,0.14,0.0%,99.34%
579,PRS,Greatest Hits Radio Bath & The South West High Peak,,,,,,,,,,,,3.5,0.0%,99.35%
580,PRS,BBC Radio Cornwall High Peak,,,,,,,,1.79,1.33,0.37,,,0.0%,99.35%
581,PRS,itv HTV Primetime,,1.96,,0.39,,1.14,,,,,,,0.0%,99.35%
582,PRS,Bulgarian (MUSICAUTOR) Films,,,,0.39,,,,,,,,3.07,0.0%,99.35%
583,PRS,itv Meridian Primetime,,1.47,,0.31,,1.66,,,,,,,0.0%,99.35%
584,PRS,BBC Radio Hereford & Worcester High Peak,,,,,,,,1.65,0.27,0.27,0.25,0.99,0.0%,99.36%
585,PRS,Alliance Apple Music Austria Limited Download / On Demand Streaming Service Sing,,0.35,0.18,0.32,0.04,0.28,0.11,0.38,0.17,0.36,0.29,0.94,0.0%,99.36%
586,PRS,Other Online - LOML+,,,,,,3.38,,,,,,,0.0%,99.36%
587,PRS,BBC Radio Cambridgeshire High Peak,,,,,,,,1.77,0.84,0.07,,0.7,0.0%,99.36%
588,PRS,Heart (102.4 FM Sussex) Commercials (Census),,,,1.94,,1.44,,,,,,,0.0%,99.36%
589,PRS,ARESA YOUTUBE United Kingdom Limited Download / On Demand Streaming Serv,,,,,3.35,,,,,,,,0.0%,99.37%
590,PRS,BBC Radio Surrey Non Peak,,,,,,,,2.44,,0.88,,,0.0%,99.37%
591,PRS,BBC Radio Essex High Peak,,,,,,,,3.32,,,,,0.0%,99.37%
592,PRS,Alliance MTOL Analogy United Kingdom Limited Download / On Demand Streaming,,,,,,,,3.31,,,,,0.0%,99.37%
593,PRS,Colombian (SAYCO) General & Broadcasting,0.9,,1.42,0.3,,0.63,,,0.02,0.03,,,0.0%,99.37%
594,PRS,Radio Plymouth 106.7 FM (Analogy),0.21,0.67,0.49,1.15,0.42,0.36,,,,,,,0.0%,99.38%
595,PRS,Island 104.7 FM (Census),0.7,0.21,0.41,,1.31,0.66,,,,,,,0.0%,99.38%
596,PRS,13th Street Benelux (SPD),,0.12,,,,,,,,,3.13,,0.0%,99.38%
597,PRS,Alliance YouTube India Limited Download / On Demand Streaming Service Video,,,,,,,,,,3.25,,,0.0%,99.38%
598,PRS,Lithuanian (LATGA-A) Films,0.86,,,,,,,,,0.4,,1.96,0.0%,99.38%
599,PRS,itv Scotland STV Only Non-Primetime,1.72,,,1.49,,,,,,,,,0.0%,99.39%
600,PRS,Alliance iTunes Cloud Services Germany Limited Download / On Demand Streaming,,,,0.0,,2.27,,0.21,,0.4,0.32,,0.0%,99.39%
601,PRS,BBC Radio Newcastle Non Peak,,,,,,,,1.14,0.2,0.93,,0.92,0.0%,99.39%
602,PRS,Uruguayan (AGADU) General & Broadcasting,,,3.06,,0.03,,,0.01,0.04,0.02,,0.03,0.0%,99.39%
603,PRS,Gold 1458 - Manchester Low Peak Mains,,,,,,,,2.01,0.25,0.27,,0.63,0.0%,99.39%
604,PRS,Dee 106.3 (Chester) (Census),0.29,1.4,0.46,0.75,0.06,0.18,,,,,,,0.0%,99.4%
605,PRS,Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Si,,,,,,0.57,,0.76,,1.46,,0.35,0.0%,99.4%
606,PRS,Alliance TIDAL Music AS United Kingdom Limited Download / On Demand Streaming,,,,,,,,,,,,3.13,0.0%,99.4%
607,PRS,BBC World Service (SPD),,,,2.12,,0.17,,0.44,,0.28,0.1,0.01,0.0%,99.4%
608,PRS,itv Tyne Tees Primetime,,1.32,,0.27,,1.51,,,,,,,0.0%,99.4%
609,PRS,Eagle Radio Low Peak Mains,,,,,,,,0.35,,0.73,0.37,1.63,0.0%,99.41%
610,PRS,Bauer Audit,,,,,,3.07,,,,,,,0.0%,99.41%
611,PRS,BBC Tees Low Peak,,,,,,,,0.91,0.24,1.15,,0.74,0.0%,99.41%
612,PRS,Lucky Voice - Audit,,,,,,,,,,,,3.04,0.0%,99.41%
613,PRS,Alliance Facebook  Inc Norway Limited Download / On Demand Streaming Service S,,,,,,1.15,,0.84,,0.82,,0.21,0.0%,99.41%
614,PRS,Malta Calypso Radio,,2.38,,0.16,,0.11,,0.32,,0.05,,,0.0%,99.41%
615,PRS,Finnish (NCB) Online,,0.01,1.11,0.5,,,,0.79,,,0.13,0.47,0.0%,99.42%
616,PRS,U105 Low Peak Mains,,,,,,,,3.01,,,,,0.0%,99.42%
617,PRS,BBC Radio Derby High Peak,,,,,,,,1.55,,,0.72,0.72,0.0%,99.42%
618,PRS,GOLD Non-Primetime (Census),0.39,0.43,0.51,0.58,,1.08,,,,,,,0.0%,99.42%
619,PRS,Alliance YouTube Ireland Limited Download / On Demand Streaming Service Single,,,,0.88,,0.51,,0.53,,0.86,,0.19,0.0%,99.42%
620,PRS,BBC Radio Cymru,,1.78,,1.17,,,,,,,,,0.0%,99.42%
621,PRS,BBC Radio Nottingham Low Peak,,,,,,,,2.06,0.35,0.54,,,0.0%,99.43%
622,PRS,Minster FM - 104.7 & 102.3 (Census),0.85,1.36,0.14,,,0.6,,,,,,,0.0%,99.43%
623,PRS,BBC Scotland Low Peak,,,,,,,,,,2.94,,,0.0%,99.43%
624,PRS,Alliance iTunes Spain Permanent Download Service Album,,1.0,0.09,0.44,0.25,0.34,0.03,0.2,0.06,0.32,0.1,0.1,0.0%,99.43%
625,PRS,BBC Radio Suffolk High Peak,,,,,,,,1.41,1.3,,,0.22,0.0%,99.43%
626,PRS,Radio City 2 Low Peak Mains,,,,,,,,0.73,0.9,0.63,,0.67,0.0%,99.44%
627,PRS,Syfy Non Peak,,,,,,,,1.6,0.26,0.14,0.01,0.92,0.0%,99.44%
628,PRS,itv2 Non Peak,,,,,,,,1.17,0.97,0.4,0.12,0.26,0.0%,99.44%
629,PRS,itv Anglia Primetime,,1.19,,0.25,,1.48,,,,,,,0.0%,99.44%
630,PRS,BBC Three Counties Radio Low Peak,,,,,,,,2.08,,0.56,,0.27,0.0%,99.44%
631,PRS,Alliance WiMP Music Denmark Limited Download / On Demand Streaming Service S,,,,,,2.88,,,,,,,0.0%,99.44%
632,PRS,Romanian (UCMR-ADA) Online,0.01,,,,0.02,,,,1.53,,,1.32,0.0%,99.45%
633,PRS,Mexican (SACM) Films,0.44,0.79,0.46,0.71,0.25,0.22,,,,,,,0.0%,99.45%
634,PRS,Czech Republic (OSA) No Further Data Received,,,,,,,,,,,,2.86,0.0%,99.45%
635,PRS,BBC Radio Lancashire High Peak,,,,,,,,2.14,,0.33,,0.38,0.0%,99.45%
636,PRS,GEOL - All4,0.1,0.13,0.04,0.19,0.08,0.39,,0.22,1.07,0.45,0.05,0.12,0.0%,99.45%
637,PRS,Stray FM (97.2 Harrogate) (Census),0.94,1.88,,,,,,,,,,,0.0%,99.45%
638,PRS,Sky Atlantic Non-Primetime,,1.54,0.25,,0.27,0.74,,,,,,,0.0%,99.46%
639,PRS,Magic 1548 (City 2)  Public Reception,,,,,,,,,,0.68,0.2,1.92,0.0%,99.46%
640,PRS,Alliance Spotify (2nd Invoice) Sweden Limited Download / On Demand Streaming Se,,,,,,,,,,,0.22,2.56,0.0%,99.46%
641,PRS,Sky2 Primetime (Census),,0.23,0.92,1.15,0.14,0.34,,,,,,,0.0%,99.46%
642,PRS,Viasat Film Scandi (SPD),,,,,,,,,,,,2.77,0.0%,99.46%
643,PRS,BBC Radio Suffolk Low Peak,,,,,,,,1.22,0.28,0.22,0.66,0.39,0.0%,99.46%
644,PRS,ITV1 Tyne Tees Pontip Comms Non Peak,,,,,,,,,,,,2.76,0.0%,99.47%
645,PRS,BBC Radio Dorset  Non Peak,,,,,,,,1.2,0.49,0.9,0.16,,0.0%,99.47%
646,PRS,Now 80s Non-Primetime,,,,,,,,,,,0.12,2.62,0.0%,99.47%
647,PRS,ITV1 Ulster Non Peak,,,,,,,,0.35,1.14,1.23,,,0.0%,99.47%
648,PRS,Yesterday Non Peak,,,,,,,,0.26,0.02,0.84,1.0,0.6,0.0%,99.47%
649,PRS,Alliance SoundCloud United Kingdom Limited Download / On Demand Streaming Se,,1.03,0.01,,,0.83,,,,,0.85,,0.0%,99.47%
650,PRS,BBC Radio 4 Low Peak,,,,,,,,,,,,2.71,0.0%,99.48%
651,PRS,BBC Entertainment Asia Non-Primetime,2.7,,,,,,,,,,,,0.0%,99.48%
652,PRS,Alliance Recisio United Kingdom Permanent Download Service Single,,,,,,0.43,,1.16,,0.81,0.24,0.05,0.0%,99.48%
653,PRS,Absolute Radio 80's Non Peak Main,,,,,,,,0.83,,1.12,,0.74,0.0%,99.48%
654,PRS,Alliance Google Italy Limited Download / On Demand Streaming Service Video,,,,,,,,,,2.68,,,0.0%,99.48%
655,PRS,Alliance Amazon Prime Austria Limited Download / On Demand Streaming Service S,,,,,0.56,1.0,0.16,0.34,0.12,0.19,0.31,,0.0%,99.48%
656,PRS,MSB2B - NSM Music Ltd - Online,,,,,,,,,,2.68,,,0.0%,99.49%
657,PRS,ITV1 Meridian Low Peak,,,,,,,,1.25,,1.42,,,0.0%,99.49%
658,PRS,BBC Somerset Low Peak,,,,,,,,1.38,0.33,0.35,0.3,0.3,0.0%,99.49%
659,PRS,Alliance Xandrie S.A. United Kingdom Limited Download / On Demand Streaming Se,,,,,,0.27,,0.19,0.23,0.86,,1.1,0.0%,99.49%
660,PRS,ITV1 Granada Public Reception Comms,,,,,,,,,,,,2.64,0.0%,99.49%
661,PRS,Swedish (NCB) Online,0.04,,0.98,0.23,0.01,,,1.35,,,,0.02,0.0%,99.49%
662,PRS,BBC Radio Solent Non Peak,,,,,,,,0.9,0.29,0.94,0.16,0.34,0.0%,99.49%
663,PRS,Malta Radio 101,,,,,,,,,,0.44,,2.19,0.0%,99.5%
664,PRS,BBC Radio Cornwall Low Peak,,,,,,,,1.02,0.33,0.24,0.26,0.78,0.0%,99.5%
665,PRS,BBC Radio Bristol Low Peak,,,,,,,,1.55,0.29,0.44,0.15,0.2,0.0%,99.5%
666,PRS,ARESA SPOTIFY LIMITED Norway Limited Download / On Demand Streaming Servi,,2.6,,-0.02,0.04,,,,,,,,0.0%,99.5%
667,PRS,BBC Radio Stoke Low Peak,,,,,,,,1.34,,0.64,0.22,0.41,0.0%,99.5%
668,PRS,GEOL - Amazon (PV Only),,,,,,1.61,,0.15,0.09,0.4,0.06,0.26,0.0%,99.5%
669,PRS,Alliance Deezer Germany Limited Download / On Demand Streaming Service Single,,0.22,,,0.01,0.74,0.08,0.1,,0.91,0.08,0.43,0.0%,99.51%
670,PRS,Austrian (AKM) Online,,,,,,0.04,,,,,2.52,,0.0%,99.51%
671,PRS,Absolute Radio 1215 AM,,2.54,,,,,,,,,,,0.0%,99.51%
672,PRS,Gibraltar PPS General Live - Radio & Other,,1.26,,0.7,,0.02,,0.38,,0.17,,0.01,0.0%,99.51%
673,PRS,Radio Jackie High Peak Main,,,,,,,,0.45,0.51,0.21,0.85,0.51,0.0%,99.51%
674,PRS,itv Scotland STV Only Primetime,,1.28,,0.26,,0.97,,,,,,,0.0%,99.51%
675,PRS,Alliance Napster France Limited Download / On Demand Streaming Service Single,,,,1.01,0.2,0.46,0.2,0.11,0.14,0.17,0.05,0.16,0.0%,99.51%
676,PRS,Alliance YouTube Italy Limited Download / On Demand Streaming Service Video,,,,,,,,,,2.23,0.09,0.18,0.0%,99.52%
677,PRS,Ecuador (SAYCE) G&B,,,,0.78,0.26,0.02,,0.99,0.06,,0.14,0.25,0.0%,99.52%
678,PRS,Alliance I.AM.PLUS Electronics Inc United Kingdom Limited Download / On Demand,,,,,,,,2.49,,,,,0.0%,99.52%
679,PRS,Alliance Facebook  Inc Russian Federation Limited Download / On Demand Streamin,,,,,,2.48,,,,,,,0.0%,99.52%
680,PRS,Chilean (SCD) Films,,,,,,,,0.37,,1.1,,1.0,0.0%,99.52%
681,PRS,Alliance YouTube Finland Limited Download / On Demand Streaming Service Single,,,0.02,0.06,0.08,0.43,,0.52,,1.33,0.03,,0.0%,99.52%
682,PRS,Alliance Facebook  Inc Belgium Limited Download / On Demand Streaming Service S,,,,,,0.66,,0.81,,0.81,,0.19,0.0%,99.53%
683,PRS,Alliance iTunes Netherlands Permanent Download Service Album,,0.84,0.1,0.38,0.15,0.33,0.02,0.15,0.07,0.27,0.06,0.09,0.0%,99.53%
684,PRS,Absolute Radio 80's Public Reception,,,,,,,,,,1.15,,1.3,0.0%,99.53%
685,PRS,BBC Essex Public Reception,,,,,,,,,,1.54,0.14,0.76,0.0%,99.53%
686,PRS,BBC Radio Oxford 95.2 FM Low Peak,,,,,,,,0.97,0.13,0.4,0.51,0.43,0.0%,99.53%
687,PRS,City Talk 105.9 (Census),2.4,0.04,,,,,,,,,,,0.0%,99.53%
688,PRS,Absolute 80's,0.66,0.68,,1.09,,,,,,,,,0.0%,99.53%
689,PRS,Music Factory Ltd - Online,,,2.43,,,,,,,,,,0.0%,99.54%
690,PRS,ITV1 Grampian Only Non Peak,,,,,,,,0.32,1.05,1.04,,,0.0%,99.54%
691,PRS,itv Ulster Primetime,,1.03,,0.01,,1.37,,,,,,,0.0%,99.54%
692,PRS,ITV1 Ulster High Peak,,,,,,,,1.08,,1.33,,,0.0%,99.54%
693,PRS,Alliance Recisio United Kingdom Limited Download / On Demand Streaming Service,,,,,,0.1,,0.73,,0.98,0.24,0.36,0.0%,99.54%
694,PRS,Signal 2 AM High Peak Main,,,,,,,,0.74,1.28,0.08,0.1,0.2,0.0%,99.54%
695,PRS,GOLD Primetime (Census),0.7,0.78,,0.11,,0.55,,,,,0.25,,0.0%,99.54%
696,PRS,Alliance SoundCloud Ltd United Kingdom Limited Download / On Demand Streaming,,,,,,,,,0.04,0.28,0.86,1.21,0.0%,99.55%
697,PRS,Radio Jackie Low Peak Mains,,,,,,,,0.06,0.32,0.36,0.87,0.77,0.0%,99.55%
698,PRS,GEOL - itv Hub,,,,0.09,0.23,0.13,,0.56,0.24,0.88,0.1,0.15,0.0%,99.55%
699,PRS,Sun FM 103.4 (Analogy),0.75,1.2,0.11,,,0.32,,,,,,,0.0%,99.55%
700,PRS,BBC Radio Foyle High Peak,,,,,,,,2.35,,,,,0.0%,99.55%
701,PRS,MSB2B - Instore Radio Productions Ltd - Online,,1.75,,0.6,,,,,,,,,0.0%,99.55%
702,PRS,107.3 FM Radio Exe (Analogy),0.18,0.12,0.28,0.62,0.14,0.98,,,,,,,0.0%,99.55%
703,PRS,Peruvian (APDAYC) General & Broadcasting,,,,0.13,0.27,,,0.97,0.27,0.08,0.51,0.08,0.0%,99.56%
704,PRS,Smooth 102.2 FM (London) Commercials (Sampled),,,,,,2.29,,,,,,,0.0%,99.56%
705,PRS,Sky Living Non-Primetime (Census),,,,,1.52,0.76,,,,,,,0.0%,99.56%
706,PRS,Channel 4 (SPD),0.11,0.17,0.02,0.07,,0.22,,0.32,,0.75,,0.61,0.0%,99.56%
707,PRS,Alliance YouTube India Limited Download / On Demand Streaming Service Single,,,,,,0.08,,0.96,,1.23,,,0.0%,99.56%
708,PRS,Alliance Apple Music Finland Limited Download / On Demand Streaming Service Sin,,0.24,0.2,0.41,,0.29,0.1,0.22,0.2,0.23,0.09,0.27,0.0%,99.56%
709,PRS,ITV1 London Carlton Non Peak,,,,,,,,0.11,1.96,0.16,,,0.0%,99.56%
710,PRS,Alliance Spotify Sweden On Demand Subs Dual Single,0.36,1.85,,,,,,,,,,,0.0%,99.56%
711,PRS,Smooth Radio (100.4 FM North West) Commercials (Sampled),,,,,,2.2,,,,,,,0.0%,99.57%
712,PRS,BBC Radio Cambridgeshire Low Peak,,,,,,,,1.05,0.26,,0.24,0.65,0.0%,99.57%
713,PRS,Radio Jackie 107.8 FM (Census),0.06,0.72,0.08,0.5,0.26,0.58,,,,,,,0.0%,99.57%
714,PRS,BBC WM (Birmingham & Black Country) Non Peak,,,,,,,,1.24,0.45,0.49,,,0.0%,99.57%
715,PRS,Alliance Deezer Belgium On Demand Subs Dual Single,,2.18,,,,,,,,,,,0.0%,99.57%
716,PRS,Studio Universal South Africa Non Peak,,,,,,,,,,,,2.18,0.0%,99.57%
717,PRS,Star Radio (107.1 & 107.9/Cambridge) (Census),0.31,0.46,,1.41,,,,,,,,,0.0%,99.57%
718,PRS,BBC Three Counties Radio High Peak,,,,,,,,2.17,,,,,0.0%,99.57%
719,PRS,Pulse 2 AM Low Peak Mains,,,,,,,,1.28,0.65,0.24,,,0.0%,99.58%
720,PRS,Cyprus PPS General Live - Radio & Other,,0.13,,0.1,,,,,,1.19,,0.74,0.0%,99.58%
721,PRS,Alliance Facebook  Inc Poland Limited Download / On Demand Streaming Service Si,,,,,,0.09,,0.54,,1.52,,0.0,0.0%,99.58%
722,PRS,ITV1 Grampian Only High Peak,,,,,,,,1.0,,1.15,,,0.0%,99.58%
723,PRS,BBC Radio Northampton High Peak,,,,,,,,0.85,0.33,,,0.96,0.0%,99.58%
724,PRS,Slovakian (SOZA) General & Broadcasting,,,,1.15,,0.91,,0.08,,,,,0.0%,99.58%
725,PRS,ITV1 Anglia Low Peak,,,,,,,,1.1,,1.03,,,0.0%,99.58%
726,PRS,BBC WM (Birmingham & Black Country) Low Peak,,,,,,,,0.57,,,0.45,1.11,0.0%,99.59%
727,PRS,Alliance iTunes Norway Permanent Download Service Album,0.01,0.64,0.09,0.33,0.16,0.21,0.03,0.2,0.03,0.23,0.06,0.13,0.0%,99.59%
728,PRS,Mix 96 (Census),0.53,0.85,,0.33,0.08,0.32,,,,,,,0.0%,99.59%
729,PRS,BBC Radio Humberside Non Peak,,,,,,,,0.79,0.41,0.33,0.43,0.14,0.0%,99.59%
730,PRS,Spire FM (Census),0.61,1.02,,0.1,0.09,0.27,,,,,,,0.0%,99.59%
731,PRS,ITV1 HTV Low Peak,,,,,,,,1.01,,1.08,,,0.0%,99.59%
732,PRS,ITV1 STV Only Low Peak,,,,,,,,1.01,,1.08,,,0.0%,99.59%
733,PRS,Latvian (AKKA/LAA) Films,,1.94,0.12,,,,,,,,0.03,,0.0%,99.59%
734,PRS,BBC Somerset High Peak,,,,,,,,1.4,0.69,,,,0.0%,99.6%
735,PRS,itv West Country Non-Primetime,0.83,,,0.83,,0.41,,,,,,,0.0%,99.6%
736,PRS,Alliance PEL General Revenue Netherlands Limited Download / On Demand Stream,,,,1.45,0.62,,,,,,,,0.0%,99.6%
737,PRS,BBC Radio Coventry & Warwickshire High Peak,,,,,,,,0.25,0.75,0.16,0.78,0.13,0.0%,99.6%
738,PRS,Mansfield Radio 103.2 FM (Census),0.07,0.41,,1.19,0.09,0.3,,,,,,,0.0%,99.6%
739,PRS,Alliance SoundCloud Ltd Germany Limited Download / On Demand Streaming Servic,,,,,,,,,0.0,0.55,0.74,0.76,0.0%,99.6%
740,PRS,Alliance YouTube France Limited Download / On Demand Streaming Service Video,,,,,,,,,,1.24,0.07,0.74,0.0%,99.6%
741,PRS,Fitness Professionals Ltd - Online,,,2.05,,,,,,,,,,0.0%,99.6%
742,PRS,BBC Tees Non Peak,,,,,,,,0.9,,0.66,,0.48,0.0%,99.61%
743,PRS,Sky2 Non-Primetime (Census),0.31,0.24,0.6,0.44,0.24,0.19,,,,,,,0.0%,99.61%
744,PRS,Radio Jackie Non Peak Main,,,,,,,,0.14,0.36,0.22,0.78,0.52,0.0%,99.61%
745,PRS,BBC Radio Norfolk Public Reception,,,,,,,,,,1.14,0.12,0.76,0.0%,99.61%
746,PRS,Syfy Primetime (Census),,1.2,0.4,,,,,,,,,0.4,0.0%,99.61%
747,PRS,Cinema ¿ Managed Territories,,,,,,,,2.0,,,,,0.0%,99.61%
748,PRS,Yesterday Low Peak,,,,,,,,,,,0.89,1.11,0.0%,99.61%
749,PRS,ITV1 Tyne Tees Low Peak,,,,,,,,1.07,,0.92,,,0.0%,99.61%
750,PRS,Heart 105 - 106 FM (Wales) Commercials (Sampled),,,,0.07,,1.92,,,,,,,0.0%,99.61%
751,PRS,BBC Radio Gloucestershire Low Peak,,,,,,,,0.83,0.49,0.15,0.19,0.32,0.0%,99.62%
752,PRS,Manx FM Non Peak Main,,,,,,,,1.38,0.26,0.06,0.05,0.22,0.0%,99.62%
753,PRS,Compass FM High Peak Main,,,,,,,,0.8,0.35,0.39,0.12,0.3,0.0%,99.62%
754,PRS,BBC Radio York Low Peak,,,,,,,,0.9,0.52,0.11,0.22,0.2,0.0%,99.62%
755,PRS,Minster FM Low Peak Mains,,,,,,,,0.6,0.23,0.73,0.07,0.32,0.0%,99.62%
756,PRS,Filmflex - Analogy,,,,,,,,,,,1.86,0.08,0.0%,99.62%
757,PRS,Alliance Google Germany Permanent Download Service Album,,0.32,0.26,0.16,0.19,0.48,0.12,0.12,0.15,0.12,0.01,,0.0%,99.62%
758,PRS,ARESA MICROSOFT S.A.R.L  (XBOX) United Kingdom Limited Download / On Dem,,1.92,,,,,,,,,,,0.0%,99.62%
759,PRS,BBC Radio Lancashire Low Peak,,,,,,,,1.22,,0.23,,0.47,0.0%,99.63%
760,PRS,Romanian (UCMR-ADA) Films,0.5,,,,,,,,,0.92,0.49,,0.0%,99.63%
761,PRS,Alliance Mixcloud Ltd United Kingdom Limited Download / On Demand Streaming Se,,,,,,,,0.8,,0.83,,0.28,0.0%,99.63%
762,PRS,Alliance YouTube Poland Limited Download / On Demand Streaming Service Single,,,0.01,0.13,0.01,0.47,,0.58,,0.7,0.0,,0.0%,99.63%
763,PRS,BBC Radio Berkshire Low Peak,,,,,,,,1.71,,,,0.19,0.0%,99.63%
764,PRS,Swansea Sound AM Low Peak Mains,,,,,,,,0.39,0.84,0.49,0.09,0.08,0.0%,99.63%
765,PRS,Absolute - W.Midlands 105.2  High Peak Main,,,,,,,,,0.08,0.63,0.19,0.98,0.0%,99.63%
766,PRS,Alliance iTunes Austria Permanent Download Service Album,,0.46,0.07,0.21,0.12,0.36,0.02,0.22,0.1,0.16,0.08,0.08,0.0%,99.63%
767,PRS,Euro Cable Re-trans - BBC Radio 4 (SPD),,3.15,-1.27,,,,,,,,,,0.0%,99.63%
768,PRS,itv Granada Non-Primetime Commercials,,0.65,,1.23,,,,,,,,,0.0%,99.64%
769,PRS,ITV1 Yorkshire Emley Public Reception Comms,,,,,,,,,,,,1.86,0.0%,99.64%
770,PRS,Universal Channel South Africa (NSPD),,,,,,,,,,1.84,,,0.0%,99.64%
771,PRS,ITV1 West Country High Peak,,,,,,,,0.89,,0.95,,,0.0%,99.64%
772,PRS,ITV1 West Country Non Peak,,,,,,,,0.29,0.68,0.87,,,0.0%,99.64%
773,PRS,ARESA GOOGLE IRELAND LTD United Kingdom Limited Download / On Demand S,,1.83,,,,,,,,,,,0.0%,99.64%
774,PRS,Heart 106 - 108 FM (Yorkshire) Commercials (Sampled),,,,,,1.82,,,,,,,0.0%,99.64%
775,PRS,ITV1 London LWT Non Peak,,,,,,,,,0.68,1.14,,,0.0%,99.64%
776,PRS,Spirit FM 96.6 & 102.3 (Analogy),0.55,0.88,0.09,,,0.29,,,,,,,0.0%,99.64%
777,PRS,Alliance Google Switzerland Limited Download / On Demand Streaming Service Sing,,0.12,0.0,0.33,0.27,0.34,0.1,0.29,0.08,0.23,0.03,0.01,0.0%,99.65%
778,PRS,Alliance Spotify United Kingdom On Demand Subs Dual Single,0.44,0.85,,,0.27,0.23,,,,,,,0.0%,99.65%
779,PRS,BBC Radio Ulster Low Peak,,,,,,,,1.79,,,,,0.0%,99.65%
780,PRS,Manx FM Low Peak Mains,,,,,,,,1.48,,0.14,0.06,0.11,0.0%,99.65%
781,PRS,Ridings FM High Peak Main,,,,,,,,0.57,0.34,0.44,0.12,0.31,0.0%,99.65%
782,PRS,Sky Atlantic High Peak,,,,,,,,,,,,1.76,0.0%,99.65%
783,PRS,Compass FM Low Peak Mains,,,,,,,,0.84,0.36,0.34,0.04,0.18,0.0%,99.65%
784,PRS,Key 2  High Peak Main,,,,,,,,0.18,0.04,0.12,0.24,1.18,0.0%,99.65%
