Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Notes,Currency,Statement ID,Statement Line
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Youtube,YOUT,Youtube Digital Video,73,50,1.4,100,85,318,85,1.19,,14478,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6947
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Groove Music,GRO1,Mechanical,01,25,0.08,100,85,318,85,0.07,USUYG1115524,26,0,04/2017,09/2017,USA,USA,,0,,USD,2201,3582
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Microsoft Xbox,MICR,Mechanical,01,25,0.03,100,85,318,85,0.03,,47,0,07/2017,07/2017,USA,USA,,0,,USD,2127,9638
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,7.59,100,85,318,85,6.45,,89456,0,04/2017,06/2017,USA,USA,,0,,USD,2183,3004
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Amazon Unlimited,AMA3,Mechanical,01,25,0.23,100,85,318,85,0.2,,1004,0,07/2017,09/2017,USA,USA,,0,,USD,2232,3439
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Apple Music,APP3,Mechanical,01,25,17.19,100,85,318,85,14.61,,80859,0,09/2017,03/2017,USA,USA,,0,,USD,2134,7575
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Pandora,PAND,Mechanical,01,25,0.97,100,85,318,85,0.82,USUYG1115524,17250,0,07/2017,09/2017,USA,USA,,0,,USD,2202,3627
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,0.68,100,85,318,85,0.58,,6880,0,04/2017,06/2017,USA,USA,,0,,USD,2183,3005
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Youtube,YOUT,Youtube Digital Video,73,50,6.28,100,85,318,85,5.34,,52168,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6945
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Apple Music,APP3,Mechanical,01,25,25.71,100,85,318,85,21.85,USUYG1115524,111035,0,09/2017,12/2017,USA,USA,,0,: age & Lil Ha,USD,2119,981
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Tidal,TIDA,Mechanical,01,25,0.24,100,85,318,85,0.2,,1017,0,01/2017,01/2017,USA,USA,,0,,USD,2127,9640
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Tidal,TIDA,Mechanical,01,25,0.21,100,85,318,85,0.18,,997,0,02/2017,02/2017,USA,USA,,0,,USD,2127,9641
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Youtube,YOUT,Youtube Digital Video,73,50,0.84,100,85,318,85,0.71,,6462,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4439
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Apple Music,APP3,Mechanical,01,25,47.09,100,85,318,85,40.03,USUYG1115524,200532,0,09/2017,12/2017,USA,USA,,0,: age & Lil Ha,USD,2119,982
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Deezer,DEEZ,Mechanical,01,25,0.25,100,85,318,85,0.21,QMPKX1670758,141,0,02/2015,09/2016,USA,USA,,0,,USD,2195,2684
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,0.43,100,85,318,85,0.37,,4300,0,07/2017,09/2017,USA,USA,,0,,USD,2136,8085
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,3.13,100,85,318,85,2.66,,28078,0,07/2017,09/2017,USA,USA,,0,,USD,2136,8086
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Tidal,TIDA,Mechanical,01,25,0.22,100,85,318,85,0.19,,1344,0,03/2017,03/2017,USA,USA,,0,,USD,2127,9642
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Tidal,TIDA,Mechanical,01,25,0.99,100,85,318,85,0.84,USUYG1115524,1176,0,01/2017,03/2017,USA,USA,,0,,USD,2194,3566
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Youtube,YOUT,Youtube Digital Video,73,50,1.91,100,85,318,85,1.62,,18042,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4538
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Microsoft Xbox,MICR,Mechanical,01,25,0.03,100,85,318,85,0.03,,47,0,07/2017,07/2017,USA,USA,,0,,USD,2127,9639
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Rhapsody,RHAP,Mechanical,01,25,0.52,100,85,318,85,0.44,,2266,0,01/2017,03/2017,USA,USA,,0,,USD,2117,14863
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,0.43,100,85,318,85,0.37,,4300,0,07/2017,09/2017,USA,USA,,0,,USD,2136,8087
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Youtube,YOUT,Youtube Digital Video,73,50,0.27,100,85,318,85,0.23,,2798,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6946
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WitchBlades,12374,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,735.71,100,85,318,85,625.35,,3145217,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7002
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WitchBlades,12374,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,0,0.01,100,85,318,85,0.01,,599,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4486
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WitchBlades,12374,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,30,0.01,100,85,318,85,0.01,,284,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4484
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WitchBlades,12374,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,47.71,100,85,318,85,40.55,,215348,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4487
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WitchBlades,12374,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,57.18,100,85,318,85,48.6,,246565,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4577
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Word To The Rookie,6965,Beard/Murray,ASCAP,ASCA,Performance,02,25,0.68,50,85,318,85,0.29,F,0,0,10/2017,12/2017,USA,USA,,0,,USD,2208,26357
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Wrlf Rage,6966,Beard/Murray,ASCAP,ASCA,Performance,02,25,1.13,50,85,318,85,0.48,F,0,0,10/2017,12/2017,USA,USA,,0,,USD,2208,26414
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.22,100,85,318,85,0.19,,161,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7170
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,40.95,100,85,318,85,34.81,,113773,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4707
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,14.76,100,85,318,85,12.55,,39436,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7175
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,4.62,100,85,318,85,3.93,,8874,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7174
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,11.11,100,85,318,85,9.44,,23420,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7171
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Youngest Flexer,12898,Davis/Gazzy Garcia/Murray,Youtube,YOUT,Youtube Digital Video,73,50,4.29,100,85,318,85,3.65,,9848,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7172
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Your Favorite Dress,12375,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,1.71,100,85,318,85,1.45,,25058,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4709
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Your Favorite Dress,12375,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,34.35,100,85,318,85,29.2,,106902,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7184
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Your Favorite Dress,12375,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,3.57,100,85,318,85,3.03,,65368,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4596
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Your Favorite Dress,12375,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,3.91,100,85,318,85,3.32,,18746,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4710
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Your Favorite Dress,12375,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.06,100,85,318,85,0.05,,7049,0,11/2017,11/2017,USA,USA,,0,,USD,2176,7186
