"TYPE","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","ISRC","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","NUM_PERFORMANCES","NUM_SPINS","DISTRIBUTION_TYPE","YOUR_AMOUNT"
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","SONY","","CBS Webcasting","Webcasting",01-APR-15,31-MAY-15,480,,"CURRENT",.1634713402906526
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","SONY","","RADIO ONE, INC.","Webcasting",01-JUL-15,31-JUL-15,325,,"CURRENT",.110196488809036
"COLLABORATIONS","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","CBS Webcasting","Webcasting",01-MAR-15,30-JUN-15,2309,,"CURRENT",1.1795863933785683
"COLLABORATIONS","Da Brat","Funkdafied","Funkdafied","So So Def/Work","USSM19402033","RADIO ONE, INC.","Webcasting",01-JUL-15,31-JUL-15,5780,,"CURRENT",2.93970619501187
"COLLABORATIONS","Da Brat & Bow Wow ♦ Dem Franchize Boyz feat. Jermaine Dupri","I Think They Like Me","On Top Of Our Game","Virgin Records America","USVI20500231","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.0271215986693101
"COLLABORATIONS","Da Brat ♦ Destiny's Child ♦ Vita","Big Momma's Theme","Big Momma's House - Music From The Motion Picture","So So Def/Sony Music Soundtrax","USSM10009108","SLACKER.COM - EMI","Direct Licensing",01-JUL-15,31-JUL-15,248,,"CURRENT",.0285717121097029
"COLLABORATIONS","Da Brat ♦ Dru Hill ♦ JD","In My Bed","So So Def presents: Definition of a Remix feat. Jermaine Dupri and Jagged Edge (This Is The Remix) (Clean Version)","So So Def","USIR29700123","IMVU.COM","Webcasting",01-SEP-14,30-APR-15,3511,,"CURRENT",1.0955543785643489
"COLLABORATIONS","Da Brat ♦ Dru Hill ♦ JD","In My Bed","So So Def presents: Definition of a Remix feat. Jermaine Dupri and Jagged Edge (This Is The Remix) (Clean Version)","So So Def","USIR29700123","SONGZA - Nonsubscription Webcast","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.885018181747867
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Kandi","You Bring The Freak Out Of Me","Instructions (Clean Version)","So So Def","USSM10109776","IMVU.COM","Webcasting",01-SEP-14,30-APR-15,129,,"CURRENT",.04024345236872207
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Kandi","You Bring The Freak Out Of Me","Instructions (Explicit Version)","So So Def","USSM10109189","IMVU.COM","Webcasting",01-SEP-14,30-APR-15,111,,"CURRENT",.03463218129871772
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Kandi","You Bring The Freak Out Of Me","Instructions (Explicit Version)","So So Def","USSM10109189","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.01585373833747798
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Kandi","You Bring The Freak Out Of Me","Instructions (Explicit Version)","So So Def","USSM10109189","iHeartRadio","Webcasting",01-JUL-15,31-JUL-15,129,,"CURRENT",.0435881145612188
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Lil Bow Wow","You Know Me","Beware Of Dog","So So Def","USSM10014527","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-JUL-15,31-JUL-15,336,,"CURRENT",.0635796926602301
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Lil Bow Wow","You Know Me","Beware Of Dog","So So Def","USSM10014527","PANDORA.COM - Subscription Webcast","Webcasting",01-JUL-15,31-JUL-15,30,,"CURRENT",.0101373723023716
"COLLABORATIONS","Da Brat ♦ Jermaine Dupri ♦ Lil Bow Wow","You Know Me","Beware Of Dog","So So Def","USSM10014527","iTunes Radio - Universal","Direct Licensing",01-JUL-15,31-JUL-15,2266,,"CURRENT",.315561846881276
"COLLABORATIONS","Da Brat ♦ Krayzie Bone","Let's All Get High","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19603745","IMVU.COM","Webcasting",01-APR-12,31-DEC-12,,,"PRIOR",.08961436662580175
"COLLABORATIONS","Da Brat ♦ Krayzie Bone","Let's All Get High","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19603745","IMVU.COM","Webcasting",01-OCT-14,30-APR-15,61,,"CURRENT",.028601059522305769
"COLLABORATIONS","Da Brat ♦ Mariah Carey ♦ Missy Elliott","Heartbreaker (Remix)","Unrestricted","So So Def","USSM19907865","CRYSTALMEDIANETWORKS.COM","Webcasting",01-JAN-13,31-JUL-14,,,"CURRENT",.014700376792452306
"COLLABORATIONS","Da Brat ♦ Mariah Carey ♦ Missy Elliott","Heartbreaker (Remix)","Unrestricted","So So Def","USSM19907865","BATANGA.COM","Webcasting",01-JUL-15,31-JUL-15,46,,"CURRENT",.014298710389448
"COLLABORATIONS","Da Brat ♦ Mariah Carey ♦ Missy Elliott","Heartbreaker (Remix)","Unrestricted","So So Def","USSM19907865","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.4812094251461454
"COLLABORATIONS","Da Brat ♦ Mariah Carey ♦ Missy Elliott","Heartbreaker (Remix)","Unrestricted","So So Def","USSM19907865","SONGZA - Nonsubscription Webcast","Webcasting",01-MAY-14,31-JUL-15,4,,"CURRENT",.591044194708777903
"COLLABORATIONS","Da Brat ♦ Mystikal","Hands In The Air","Unrestricted","So So Def","USSM19929830","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.02984236431163294
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","SPOTIFY.COM","Webcasting",01-NOV-12,31-MAY-13,,,"PRIOR",1.172302784078968
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","CRYSTALMEDIANETWORKS.COM","Webcasting",01-APR-12,30-JUN-13,,,"PRIOR",.055999922502525284
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","iHeart Media (fka Clear Channel Communications)","Webcasting",01-NOV-13,30-JUN-14,,,"PRIOR",.075286089732322929
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","IMVU.COM","Webcasting",01-SEP-14,30-SEP-14,74,,"CURRENT",.0347403466772053
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","ADMIN TRUE UP","Webcasting",01-JAN-12,31-DEC-14,,,"PRIOR",.020272597612274017
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","iHeartRadio","Webcasting",01-OCT-14,30-JUN-15,,,"PRIOR",.15490531110364262
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.4317821602385491
"COLLABORATIONS","Da Brat ♦ The Notorious B.I.G.","Da B Side","ANUTHAFUNKDAFIEDTANTRUM","So So Def/Columbia","USSM19400536","iHeartRadio","Webcasting",01-JUL-15,31-JUL-15,631.88,,"CURRENT",.3202614578073047
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","IMVU.COM","Webcasting",01-SEP-14,30-APR-15,2847,,"CURRENT",1.3332243468371826
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927446","LIVE365.COM - Subscription & Nonsubscription Webcast","Webcasting",01-SEP-14,30-JUN-15,,,"PRIOR",.027171599441884883
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","MUSIC CHOICE","Preexisting Services",01-MAY-15,30-JUN-15,,,"PRIOR",1.033972768945737
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927446","SLACKER.COM - EMI","Direct Licensing",01-JUL-15,31-JUL-15,948,,"CURRENT",.163826674391181
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927446","iHeartRadio","Webcasting",01-JUL-15,31-JUL-15,4650,,"CURRENT",2.35680157435584
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","MUSIC CHOICE","Preexisting Services",01-JUL-15,31-JUL-15,,,"CURRENT",.510671110184529
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","RADIO NOW, LLC","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.01644780341189533
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","RADIO ONE, INC.","Webcasting",01-JUL-15,31-JUL-15,4459,,"CURRENT",2.267846007535974
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","SLACKER.COM - EMI","Direct Licensing",01-JUL-15,31-JUL-15,71,,"CURRENT",.0122697192845713
"COLLABORATIONS","Da Brat ♦ Tyrese","What'chu Like","Unrestricted","So So Def","USSM19927449","iHeartRadio","Webcasting",01-JUL-15,31-JUL-15,1574.18,,"CURRENT",.797855892971932
"COLLABORATIONS","Jermaine Dupri featuring Da Brat & Usher","The Party Continues","Life In 1472 (The Original Soundtrack)","So So Def","USSM19704455","iTunes Radio - Sony","Direct Licensing",01-DEC-14,31-DEC-14,,,"PRIOR",.0319215423111235
"COLLABORATIONS","Jermaine Dupri featuring Da Brat & Usher","The Party Continues","Life In 1472 (The Original Soundtrack)","So So Def","USSM19704455","IMVU.COM","Webcasting",01-SEP-14,30-APR-15,120,,"CURRENT",.037391846457668491
"COLLABORATIONS","Jermaine Dupri featuring Da Brat & Usher","The Party Continues","Life In 1472 (The Original Soundtrack)","So So Def","USSM19704455","iTunes Radio - Universal","Direct Licensing",01-JAN-15,30-JUN-15,,,"PRIOR",.241287848943002007
"COLLABORATIONS","Jermaine Dupri featuring Da Brat & Usher","The Party Continues","Life In 1472 (The Original Soundtrack)","So So Def","USSM19704455","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.1647552108516817
"COLLABORATIONS","Jermaine Dupri featuring Da Brat & Usher","The Party Continues","Life In 1472 (The Original Soundtrack)","So So Def","USSM19704455","iTunes Radio - Universal","Direct Licensing",01-JUL-15,31-JUL-15,560,,"CURRENT",.0779852754869879
"COLLABORATIONS","LIL' KIM/MISSY ELLIOTT/DA BRAT/ANGIE MARTINEZ","NOT TONIGHT (REMIX)","NOTHING TO LOSE SOUNDTRACK","TOMMY BOY","","Beasley Broadcasting - Nonsubscription Webcast","Webcasting",01-MAR-14,31-MAR-14,,,"PRIOR",.025139295251877
"COLLABORATIONS","Lil' Kim","Not Tonight","Hard Core","Atlantic Recording Corp.","USAT29600065","iHeart Media - WMG (simulcast)","Direct Licensing",01-JUL-15,31-JUL-15,10178.39,,"CURRENT",2.10801052330511
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.0258775403935852
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","","SIRIUS XM RADIO, INC","Cable Radio",01-JUL-15,31-JUL-15,,,"CURRENT",.39086667529891
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","","SIRIUS XM RADIO, INC","Satellite Radio",01-JUL-15,31-JUL-15,,10,"CURRENT",34.6273876576144
"COLLABORATIONS","MARIAH CAREY/DA BRAT/MISSY ELLIOTT","HEARTBREAKER","RAINBOW","SONY MUSIC ENTERTAINMENT","","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.85106265012587
"COLLABORATIONS","MISSY 'MISDEMEANOR' ELLIOTT/DA BRAT","SOCK IT TO ME","","MISSING LABEL SENA 2004","","CBS Webcasting","Webcasting",01-MAR-15,30-APR-15,109,,"CURRENT",.0556820484079598
"COLLABORATIONS","MISSY ELLIOTT/DA BRAT","SOCK IT 2 ME (RADIO VERSION)/(CC CLEANER)/(LYR!/CONT!)","","","","iHeart Media - WMG (simulcast)","Direct Licensing",01-JUL-15,31-JUL-15,20449.13,,"CURRENT",10.5878683250579
"COLLABORATIONS","Mariah Carey","Always Be My Baby","The Remixes","Columbia","USSM19502477","iTunes Radio - Sony","Direct Licensing",01-SEP-13,30-SEP-14,,,"PRIOR",.048367419115268239
"COLLABORATIONS","Mariah Carey","Always Be My Baby","The Remixes","Columbia","USSM19502477","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-JUN-13,30-JUN-15,,,"PRIOR",.1497253134929936133
"COLLABORATIONS","Mariah Carey","Always Be My Baby","The Remixes","Columbia","USSM19502477","PANDORA.COM - Subscription Webcast","Webcasting",01-JUN-13,30-JUN-15,,,"PRIOR",.0354638664941310077
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","MUSIC CHOICE","Preexisting Services",01-MAY-15,30-JUN-15,,,"PRIOR",1.121785396205028
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",2.831763678244576
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","MUSIC CHOICE","Preexisting Services",01-JUL-15,31-JUL-15,,,"CURRENT",.612805332221435
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","PANDORA.COM - Nonsubscription Webcast","Webcasting",01-JUL-15,31-JUL-15,52020,,"CURRENT",14.7652187382463
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","PANDORA.COM - Subscription Webcast","Webcasting",01-JUL-15,31-JUL-15,6446,,"CURRENT",3.26726855851726
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","RADIO ONE, INC.","Webcasting",01-JUL-15,31-JUL-15,3830,,"CURRENT",1.94793680396115
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","SLACKER.COM","Webcasting",01-JUL-15,31-JUL-15,6413,,"CURRENT",2.99630699872547
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","SLACKER.COM - EMI","Direct Licensing",01-JUL-15,31-JUL-15,4670,,"CURRENT",1.32554294413657
"COLLABORATIONS","Missy Elliott & Da Brat","Sock It 2 Me","Supa Dupa Fly","East/West","USEW19706203","iTunes Radio - Universal","Direct Licensing",01-JUL-15,31-JUL-15,15786,,"CURRENT",3.29453019725071
"COLLABORATIONS","OMARION/DA BRAT","ICE BOX","ICE BOX","COLUMBIA","","IMVU.COM","Webcasting",01-OCT-14,30-APR-15,32,,"CURRENT",.014951649751011207
"COLLABORATIONS","OMARION/DA BRAT","ICE BOX","ICE BOX","COLUMBIA","","iTunes Radio - Universal","Direct Licensing",01-JUL-15,31-JUL-15,580,,"CURRENT",.1211554535349492
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","RDIO.COM - WARNER","Direct Licensing",01-OCT-13,31-MAR-15,,,"PRIOR",.0885086890668005
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","CBS Webcasting","Webcasting",01-MAR-15,30-JUN-15,388,,"CURRENT",.1982219895028847
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","Google Play Music","Webcasting",01-JUN-15,31-JUL-15,,,"CURRENT",.520377461108388
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","JANGO.COM - Nonsubscription Webcast","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.0111520322009521
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","MIXCLOUD.COM - Nonsubscription Webcast","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.067455025798958529
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","MUSIC CHOICE","Preexisting Services",01-JUL-15,31-JUL-15,,,"CURRENT",.714939554258341
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","RADIO ONE, INC.","Webcasting",01-JUL-15,31-JUL-15,3147,,"CURRENT",1.60056321724954
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","SIRIUS XM ON DEMAND SERVICE","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",.0731536698052954
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","SIRIUS XM RADIO, INC - Subscription Webcast","Webcasting",01-JUL-15,31-JUL-15,,,"CURRENT",1.03258280239144
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","SLACKER.COM - EMI","Direct Licensing",01-JUL-15,31-JUL-15,1460,,"CURRENT",.414409571400297
"COLLABORATIONS","Total featuring Da Brat","No One Else","Total","Atlantic Recording Corp.","USBB40581128","iHeart Media - WMG (simulcast)","Direct Licensing",01-JUL-15,31-JUL-15,5988.36,,"CURRENT",3.10057039898732
"TRACKS UNDER ONE CENT","","","","","","","",,,1016.07,,"",.6053571284442914155
"US Tax withheld","","","","","","","",,,,,"",0
